executable,n,real_time_seconds,cpu_time_seconds
blas_like,4216,2.690688,2.690404
blas_like,3975,2.276148,2.275857
blas_like,4217,2.711281,2.710919
blas_like,3974,2.268079,2.267904
blas_like,4218,2.752040,2.751749
blas_like,3973,2.284531,2.284234
blas_like,4219,2.770166,2.769329
blas_like,3972,2.251110,2.250902
blas_like,4220,2.752417,2.752101
blas_like,3971,2.258495,2.258265
blas_like,4221,2.757228,2.755148
blas_like,3970,2.277959,2.277741
blas_like,4222,2.797074,2.796557
blas_like,3969,2.278123,2.277911
blas_like,4223,2.755144,2.754474
blas_like,3968,2.301765,2.301543
blas_like,4224,2.730166,2.729810
blas_like,3967,2.298003,2.297767
blas_like,4225,2.761934,2.761585
blas_like,3966,2.287696,2.287340
blas_like,4226,2.722923,2.721326
blas_like,3965,2.316434,2.316177
blas_like,4227,2.765927,2.765554
blas_like,3964,2.306115,2.305880
blas_like,4228,2.772465,2.770954
blas_like,3963,2.278312,2.277992
blas_like,4229,2.752302,2.752010
blas_like,3962,2.251544,2.251259
blas_like,4230,2.876376,2.875293
blas_like,3961,2.253807,2.253547
blas_like,4231,2.760714,2.758160
blas_like,3960,2.253427,2.253167
blas_like,4232,2.794442,2.792775
blas_like,3959,2.291082,2.290684
blas_like,4233,2.757008,2.756648
blas_like,3958,2.252980,2.252094
blas_like,4234,2.794986,2.794116
blas_like,3957,2.241716,2.241439
blas_like,4235,2.784039,2.783688
blas_like,3956,2.253577,2.253279
blas_like,4236,2.801626,2.801266
blas_like,3955,2.262711,2.262436
blas_like,4237,2.788263,2.787887
blas_like,3954,2.242919,2.242511
blas_like,4238,2.766555,2.766261
blas_like,3953,2.274919,2.274604
blas_like,4239,2.782963,2.782663
blas_like,3952,2.266821,2.266504
blas_like,4240,2.813486,2.812946
blas_like,3951,2.234010,2.232195
blas_like,4241,2.842086,2.841749
blas_like,3950,2.375937,2.375654
blas_like,4242,2.756689,2.754819
blas_like,3949,2.256927,2.256544
blas_like,4243,2.769775,2.769379
blas_like,3948,2.267012,2.266708
blas_like,4244,2.880175,2.879850
blas_like,3947,2.273316,2.273011
blas_like,4245,2.774814,2.774583
blas_like,3946,2.261814,2.261588
blas_like,4246,2.783610,2.783175
blas_like,3945,2.253788,2.253513
blas_like,4247,2.757127,2.756837
blas_like,3944,2.217449,2.216369
blas_like,4248,2.745996,2.745751
blas_like,3943,2.209921,2.209539
blas_like,4249,2.900531,2.900188
blas_like,3942,2.238847,2.238573
blas_like,4250,2.868329,2.867849
blas_like,3941,2.229099,2.228848
blas_like,4251,2.821350,2.821003
blas_like,3940,2.207210,2.206976
blas_like,4252,2.835554,2.835201
blas_like,3939,2.216640,2.216409
blas_like,4253,2.856940,2.856672
blas_like,3938,2.260625,2.260362
blas_like,4254,2.829094,2.828740
blas_like,3937,2.230517,2.230217
blas_like,4255,2.838133,2.837808
blas_like,3936,2.253679,2.253395
blas_like,4256,2.845918,2.845564
blas_like,3935,2.251594,2.251226
blas_like,4257,2.880370,2.880092
blas_like,3934,2.259091,2.258746
blas_like,4258,2.850357,2.850011
blas_like,3933,2.253612,2.253156
blas_like,4259,2.854583,2.854087
blas_like,3932,2.248134,2.247921
blas_like,4260,2.817145,2.816696
blas_like,3931,2.239795,2.238929
blas_like,4261,2.833881,2.833604
blas_like,3930,2.194996,2.194710
blas_like,4262,2.796775,2.796514
blas_like,3929,2.213696,2.213462
blas_like,4263,2.839319,2.839031
blas_like,3928,2.208704,2.208418
blas_like,4264,2.809470,2.809150
blas_like,3927,2.199133,2.198877
blas_like,4265,2.865571,2.865288
blas_like,3926,2.234378,2.234091
blas_like,4266,2.881367,2.880956
blas_like,3925,2.228802,2.228493
blas_like,4267,2.857654,2.857185
blas_like,3924,2.244553,2.244197
blas_like,4268,2.896196,2.895680
blas_like,3923,2.180857,2.180581
blas_like,4269,2.873512,2.873124
blas_like,3922,2.195316,2.195098
blas_like,4270,2.886981,2.886579
blas_like,3921,2.241896,2.241562
blas_like,4271,2.854663,2.854255
blas_like,3920,2.213370,2.213034
blas_like,4272,2.832385,2.831642
blas_like,3919,2.217412,2.216935
blas_like,4273,2.848913,2.848607
blas_like,3918,2.225319,2.224937
blas_like,4274,2.835379,2.834623
blas_like,3917,2.217576,2.217317
blas_like,4275,2.839033,2.838521
blas_like,3916,2.218585,2.218296
blas_like,4276,2.886056,2.885708
blas_like,3915,2.297687,2.297410
blas_like,4277,2.840310,2.840016
blas_like,3914,2.239959,2.239704
blas_like,4278,2.858636,2.857349
blas_like,3913,2.192665,2.192505
blas_like,4279,2.894996,2.894361
blas_like,3912,2.168743,2.168558
blas_like,4280,2.835328,2.834975
blas_like,3911,2.157683,2.157414
blas_like,4281,2.878462,2.878095
blas_like,3910,2.217798,2.217548
blas_like,4282,2.844076,2.843480
blas_like,3909,2.169159,2.167895
blas_like,4283,2.857937,2.857605
blas_like,3908,2.163508,2.163359
blas_like,4284,2.925131,2.924727
blas_like,3907,2.166217,2.165545
blas_like,4285,2.915449,2.914834
blas_like,3906,2.179082,2.178733
blas_like,4286,2.998696,2.998249
blas_like,3905,2.218823,2.218468
blas_like,4287,2.922371,2.921880
blas_like,3904,2.195086,2.194752
blas_like,4288,3.156721,3.156277
blas_like,3903,2.199086,2.198732
blas_like,4289,2.848596,2.848232
blas_like,3902,2.187723,2.187434
blas_like,4290,2.875086,2.874746
blas_like,3901,2.192763,2.191395
blas_like,4291,2.916405,2.916137
blas_like,3900,2.197446,2.197124
blas_like,4292,2.923814,2.923459
blas_like,3899,2.210666,2.210272
blas_like,4293,2.911488,2.911020
blas_like,3898,2.160694,2.160287
blas_like,4294,2.908399,2.907503
blas_like,3897,2.184499,2.184265
blas_like,4295,2.858096,2.857695
blas_like,3896,2.155453,2.155062
blas_like,4296,2.937325,2.936393
icx_maximum_aligned,4096,11.722325,11.719409
icx_maximum_aligned,4095,11.725153,11.723678
icx_maximum_aligned,4097,3.260907,3.260066
icx_maximum_aligned,4094,11.411466,11.410062
icx_maximum_aligned,4098,3.200428,3.199431
icx_maximum_aligned,4093,11.528308,11.525146
icx_maximum_aligned,4099,3.202011,3.201610
icx_maximum_aligned,4092,11.459269,11.458261
icx_maximum_aligned,4100,3.878485,3.878128
icx_maximum_aligned,4091,11.403403,11.402158
icx_maximum_aligned,4101,3.203324,3.202896
icx_maximum_aligned,4090,11.502255,11.499014
icx_maximum_aligned,4102,3.211721,3.211319
icx_maximum_aligned,4089,11.279622,11.277866
icx_maximum_aligned,4103,3.201661,3.201280
icx_maximum_aligned,4088,3.142980,3.139781
icx_maximum_aligned,4104,3.198758,3.198391
icx_maximum_aligned,4087,3.904562,3.904025
icx_maximum_aligned,4105,4.080095,4.079632
icx_maximum_aligned,4086,3.795862,3.795451
icx_maximum_aligned,4106,7.509061,7.508049
icx_maximum_aligned,4085,3.128119,3.127828
icx_maximum_aligned,4107,3.753019,3.752599
icx_maximum_aligned,4084,3.133462,3.133065
icx_maximum_aligned,4108,3.155120,3.154628
icx_maximum_aligned,4083,3.704020,3.703547
icx_maximum_aligned,4109,3.749317,3.748923
icx_maximum_aligned,4082,3.139368,3.138322
icx_maximum_aligned,4110,3.154055,3.153734
icx_maximum_aligned,4081,3.709318,3.708895
icx_maximum_aligned,4111,3.190340,3.189871
icx_maximum_aligned,4080,3.059049,3.058614
icx_maximum_aligned,4112,3.160841,3.160372
icx_maximum_aligned,4079,3.053466,3.053060
icx_maximum_aligned,4113,3.156902,3.156499
icx_maximum_aligned,4078,3.638429,3.637972
icx_maximum_aligned,4114,3.767046,3.766579
icx_maximum_aligned,4077,3.054498,3.054178
icx_maximum_aligned,4115,3.154918,3.154504
icx_maximum_aligned,4076,3.050988,3.050608
icx_maximum_aligned,4116,3.861914,3.861564
icx_maximum_aligned,4075,3.050289,3.049961
icx_maximum_aligned,4117,3.860166,3.859846
icx_maximum_aligned,4074,3.051439,3.051118
icx_maximum_aligned,4118,3.962552,3.962127
icx_maximum_aligned,4073,3.047891,3.047544
icx_maximum_aligned,4119,3.857658,3.857277
icx_maximum_aligned,4072,3.719412,3.719093
icx_maximum_aligned,4120,3.762961,3.762483
icx_maximum_aligned,4071,3.619666,3.619319
icx_maximum_aligned,4121,3.156839,3.156551
icx_maximum_aligned,4070,3.276640,3.276096
icx_maximum_aligned,4122,3.772097,3.771715
icx_maximum_aligned,4069,3.018188,3.017944
icx_maximum_aligned,4123,3.156074,3.155803
icx_maximum_aligned,4068,3.717856,3.717476
icx_maximum_aligned,4124,3.160148,3.159852
icx_maximum_aligned,4067,3.024343,3.023979
icx_maximum_aligned,4125,3.997728,3.997364
icx_maximum_aligned,4066,3.020901,3.020547
icx_maximum_aligned,4126,3.166352,3.165954
icx_maximum_aligned,4065,3.029584,3.028854
icx_maximum_aligned,4127,3.159058,3.158694
icx_maximum_aligned,4064,3.003835,3.003519
icx_maximum_aligned,4128,3.778097,3.777781
icx_maximum_aligned,4063,3.005017,3.004753
icx_maximum_aligned,4129,3.878378,3.878039
icx_maximum_aligned,4062,3.598338,3.597868
icx_maximum_aligned,4130,3.162264,3.161890
icx_maximum_aligned,4061,3.593928,3.593543
icx_maximum_aligned,4131,3.841299,3.840790
icx_maximum_aligned,4060,3.014369,3.013306
icx_maximum_aligned,4132,3.165440,3.165070
icx_maximum_aligned,4059,3.004823,3.004464
icx_maximum_aligned,4133,3.775301,3.774885
icx_maximum_aligned,4058,3.004599,3.004254
icx_maximum_aligned,4134,3.779270,3.778805
icx_maximum_aligned,4057,3.011853,3.011477
icx_maximum_aligned,4135,3.781531,3.781163
icx_maximum_aligned,4056,2.986705,2.985841
icx_maximum_aligned,4136,3.781412,3.781010
icx_maximum_aligned,4055,3.354988,3.354636
icx_maximum_aligned,4137,3.175716,3.175315
icx_maximum_aligned,4054,2.983922,2.983640
icx_maximum_aligned,4138,3.791609,3.791187
icx_maximum_aligned,4053,2.985592,2.985319
icx_maximum_aligned,4139,3.175665,3.175326
icx_maximum_aligned,4052,2.982629,2.982326
icx_maximum_aligned,4140,3.184049,3.183155
icx_maximum_aligned,4051,2.983169,2.982925
icx_maximum_aligned,4141,3.176742,3.176416
icx_maximum_aligned,4050,2.984497,2.984107
icx_maximum_aligned,4142,3.184857,3.184596
icx_maximum_aligned,4049,2.985115,2.984844
icx_maximum_aligned,4143,3.792707,3.792367
icx_maximum_aligned,4048,3.532404,3.532094
icx_maximum_aligned,4144,3.625674,3.624983
icx_maximum_aligned,4047,3.547171,3.546871
icx_maximum_aligned,4145,3.195982,3.195662
icx_maximum_aligned,4046,2.964791,2.964447
icx_maximum_aligned,4146,3.817132,3.816754
icx_maximum_aligned,4045,2.969708,2.969420
icx_maximum_aligned,4147,3.193474,3.193184
icx_maximum_aligned,4044,2.967578,2.967215
icx_maximum_aligned,4148,3.197125,3.196677
icx_maximum_aligned,4043,2.969247,2.968993
icx_maximum_aligned,4149,3.806248,3.805920
icx_maximum_aligned,4042,3.531985,3.531589
icx_maximum_aligned,4150,3.192118,3.191851
icx_maximum_aligned,4041,4.500844,4.500296
icx_maximum_aligned,4151,3.195777,3.195521
icx_maximum_aligned,4040,2.947408,2.947171
icx_maximum_aligned,4152,3.811526,3.811134
icx_maximum_aligned,4039,3.526671,3.526350
icx_maximum_aligned,4153,3.223879,3.223532
icx_maximum_aligned,4038,3.699961,3.699625
icx_maximum_aligned,4154,3.905780,3.905426
icx_maximum_aligned,4037,3.514946,3.514525
icx_maximum_aligned,4155,3.901371,3.900951
icx_maximum_aligned,4036,3.514911,3.514563
icx_maximum_aligned,4156,3.858584,3.858039
icx_maximum_aligned,4035,3.512861,3.512599
icx_maximum_aligned,4157,3.222878,3.222552
icx_maximum_aligned,4034,2.950020,2.949705
icx_maximum_aligned,4158,3.222723,3.222338
icx_maximum_aligned,4033,3.511943,3.511690
icx_maximum_aligned,4159,3.858317,3.857650
icx_maximum_aligned,4032,2.936067,2.935794
icx_maximum_aligned,4160,4.008984,4.008609
icx_maximum_aligned,4031,2.934061,2.933856
icx_maximum_aligned,4161,3.235978,3.235662
icx_maximum_aligned,4030,2.936713,2.936395
icx_maximum_aligned,4162,3.624526,3.624146
icx_maximum_aligned,4029,3.560904,3.560516
icx_maximum_aligned,4163,3.856288,3.855960
icx_maximum_aligned,4028,3.652221,3.651937
icx_maximum_aligned,4164,3.236626,3.236338
icx_maximum_aligned,4027,2.936066,2.935838
icx_maximum_aligned,4165,3.235371,3.235136
icx_maximum_aligned,4026,2.937323,2.936994
icx_maximum_aligned,4166,3.959994,3.959601
icx_maximum_aligned,4025,2.937936,2.937594
icx_maximum_aligned,4167,3.236193,3.235996
icx_maximum_aligned,4024,2.909051,2.908814
icx_maximum_aligned,4168,3.246201,3.245916
icx_maximum_aligned,4023,2.908942,2.908736
icx_maximum_aligned,4169,3.690810,3.690552
icx_maximum_aligned,4022,2.908379,2.908126
icx_maximum_aligned,4170,3.258172,3.257903
icx_maximum_aligned,4021,3.463999,3.463720
icx_maximum_aligned,4171,3.876989,3.876636
icx_maximum_aligned,4020,2.905773,2.905470
icx_maximum_aligned,4172,3.256884,3.256523
icx_maximum_aligned,4019,2.908553,2.908276
icx_maximum_aligned,4173,3.877250,3.876915
icx_maximum_aligned,4018,2.907478,2.907174
icx_maximum_aligned,4174,4.325210,4.324704
icx_maximum_aligned,4017,2.906805,2.906492
icx_maximum_aligned,4175,3.256115,3.255746
icx_maximum_aligned,4016,2.891346,2.891056
icx_maximum_aligned,4176,3.262706,3.262364
icx_maximum_aligned,4015,2.894254,2.894028
icx_maximum_aligned,4177,3.996979,3.996618
icx_maximum_aligned,4014,2.891915,2.891651
icx_maximum_aligned,4178,3.276112,3.275490
icx_maximum_aligned,4013,2.891822,2.891608
icx_maximum_aligned,4179,3.274108,3.273817
icx_maximum_aligned,4012,2.896190,2.895980
icx_maximum_aligned,4180,3.271200,3.270880
icx_maximum_aligned,4011,2.890327,2.890048
icx_maximum_aligned,4181,4.207371,4.206889
icx_maximum_aligned,4010,3.535297,3.534966
icx_maximum_aligned,4182,3.272852,3.272579
icx_maximum_aligned,4009,2.895675,2.895384
icx_maximum_aligned,4183,3.270915,3.270561
icx_maximum_aligned,4008,3.424668,3.424413
icx_maximum_aligned,4184,3.895749,3.895334
icx_maximum_aligned,4007,2.879310,2.879044
icx_maximum_aligned,4185,3.924075,3.923770
icx_maximum_aligned,4006,3.426302,3.425886
icx_maximum_aligned,4186,3.296185,3.295926
icx_maximum_aligned,4005,2.926456,2.925903
icx_maximum_aligned,4187,3.298275,3.297850
icx_maximum_aligned,4004,3.517615,3.517280
icx_maximum_aligned,4188,4.031291,4.030812
icx_maximum_aligned,4003,2.877116,2.876847
icx_maximum_aligned,4189,3.924912,3.924530
icx_maximum_aligned,4002,2.875111,2.874858
icx_maximum_aligned,4190,3.292890,3.292610
icx_maximum_aligned,4001,2.874569,2.874236
icx_maximum_aligned,4191,3.923562,3.923189
icx_maximum_aligned,4000,2.860995,2.860756
icx_maximum_aligned,4192,3.923724,3.923388
icx_maximum_aligned,3999,3.515375,3.514877
icx_maximum_aligned,4193,3.315711,3.315324
icx_maximum_aligned,3998,2.859547,2.859292
icx_maximum_aligned,4194,3.316934,3.316605
icx_maximum_aligned,3997,2.989704,2.989353
icx_maximum_aligned,4195,3.951079,3.950681
icx_maximum_aligned,3996,2.863774,2.863504
icx_maximum_aligned,4196,3.321107,3.319197
icx_maximum_aligned,3995,2.859808,2.859501
icx_maximum_aligned,4197,3.942685,3.942337
icx_maximum_aligned,3994,3.495885,3.495538
icx_maximum_aligned,4198,3.315479,3.315214
icx_maximum_aligned,3993,3.408814,3.408320
icx_maximum_aligned,4199,3.311908,3.311618
icx_maximum_aligned,3992,2.843728,2.843430
icx_maximum_aligned,4200,3.312689,3.312277
icx_maximum_aligned,3991,2.845698,2.845373
icx_maximum_aligned,4201,3.323091,3.322761
icx_maximum_aligned,3990,3.602720,3.602381
icx_maximum_aligned,4202,3.322101,3.321755
icx_maximum_aligned,3989,2.842767,2.842562
icx_maximum_aligned,4203,3.321946,3.321710
icx_maximum_aligned,3988,3.381268,3.380990
icx_maximum_aligned,4204,3.956923,3.956512
icx_maximum_aligned,3987,3.466800,3.466394
icx_maximum_aligned,4205,3.423862,3.423301
icx_maximum_aligned,3986,2.842221,2.841894
icx_maximum_aligned,4206,3.324262,3.323930
icx_maximum_aligned,3985,3.466831,3.466547
icx_maximum_aligned,4207,4.005659,4.004224
icx_maximum_aligned,3984,3.367700,3.367343
icx_maximum_aligned,4208,3.330724,3.330210
icx_maximum_aligned,3983,3.035888,3.035120
icx_maximum_aligned,4209,3.352324,3.351810
icx_maximum_aligned,3982,2.834162,2.833804
icx_maximum_aligned,4210,3.356993,3.356132
icx_maximum_aligned,3981,2.837088,2.836761
icx_maximum_aligned,4211,3.891541,3.890970
icx_maximum_aligned,3980,3.372822,3.372449
icx_maximum_aligned,4212,4.049948,4.049252
icx_maximum_aligned,3979,2.841880,2.841532
icx_maximum_aligned,4213,3.345203,3.344761
icx_maximum_aligned,3978,2.828802,2.828498
icx_maximum_aligned,4214,3.347961,3.347595
icx_maximum_aligned,3977,2.833249,2.832908
icx_maximum_aligned,4215,3.929925,3.929331
icx_maximum_aligned,3976,2.811977,2.811679
icx_maximum_aligned,4216,3.350200,3.349922
icx_maximum_aligned,3975,2.811683,2.811280
icx_maximum_aligned,4217,4.436890,4.436009
icx_maximum_aligned,3974,2.811466,2.811080
icx_maximum_aligned,4218,5.156671,5.156236
icx_maximum_aligned,3973,2.811848,2.811491
icx_maximum_aligned,4219,4.440355,4.439315
icx_maximum_aligned,3972,2.811459,2.811170
icx_maximum_aligned,4220,4.439197,4.438766
icx_maximum_aligned,3971,3.319960,3.317547
icx_maximum_aligned,4221,4.845331,4.844017
icx_maximum_aligned,3970,3.435274,3.434900
icx_maximum_aligned,4222,4.441559,4.441115
icx_maximum_aligned,3969,3.353489,3.353106
icx_maximum_aligned,4223,5.158565,5.158066
icx_maximum_aligned,3968,3.684200,3.683803
icx_maximum_aligned,4224,4.442821,4.442402
icx_maximum_aligned,3967,3.677844,3.677548
icx_maximum_aligned,4225,3.399138,3.398818
icx_maximum_aligned,3966,4.449474,4.449145
icx_maximum_aligned,4226,4.041215,4.040887
icx_maximum_aligned,3965,3.685224,3.684919
icx_maximum_aligned,4227,3.398203,3.397978
icx_maximum_aligned,3964,4.272287,4.271908
icx_maximum_aligned,4228,3.410662,3.409825
icx_maximum_aligned,3963,4.277869,4.277545
icx_maximum_aligned,4229,3.397210,3.396833
icx_maximum_aligned,3962,4.699348,4.698858
icx_maximum_aligned,4230,3.409158,3.408323
icx_maximum_aligned,3961,3.701060,3.700525
icx_maximum_aligned,4231,3.400227,3.399813
icx_maximum_aligned,3960,2.787307,2.786922
icx_maximum_aligned,4232,4.034502,4.033927
icx_maximum_aligned,3959,3.260293,3.260008
icx_maximum_aligned,4233,4.163019,4.162521
icx_maximum_aligned,3958,2.780163,2.779790
icx_maximum_aligned,4234,3.420057,3.419570
icx_maximum_aligned,3957,2.780269,2.779931
icx_maximum_aligned,4235,3.414020,3.413403
icx_maximum_aligned,3956,2.779367,2.779054
icx_maximum_aligned,4236,3.412673,3.411677
icx_maximum_aligned,3955,3.239616,3.239088
icx_maximum_aligned,4237,3.413454,3.410509
icx_maximum_aligned,3954,2.802032,2.801411
icx_maximum_aligned,4238,4.065053,4.064769
icx_maximum_aligned,3953,3.301512,3.301232
icx_maximum_aligned,4239,3.409209,3.408851
icx_maximum_aligned,3952,2.755516,2.755217
icx_maximum_aligned,4240,4.054986,4.054612
icx_maximum_aligned,3951,3.278770,3.278269
icx_maximum_aligned,4241,3.433609,3.433307
icx_maximum_aligned,3950,2.755798,2.755586
icx_maximum_aligned,4242,3.436273,3.435616
icx_maximum_aligned,3949,2.756010,2.755702
icx_maximum_aligned,4243,3.433315,3.433025
icx_maximum_aligned,3948,2.759927,2.759621
icx_maximum_aligned,4244,3.446189,3.445755
icx_maximum_aligned,3947,3.279045,3.278763
icx_maximum_aligned,4245,3.434827,3.434460
icx_maximum_aligned,3946,2.759161,2.758884
icx_maximum_aligned,4246,4.190682,4.190309
icx_maximum_aligned,3945,3.373784,3.373493
icx_maximum_aligned,4247,3.431487,3.431267
icx_maximum_aligned,3944,3.261039,3.260743
icx_maximum_aligned,4248,3.432275,3.431466
icx_maximum_aligned,3943,2.738677,2.738435
icx_maximum_aligned,4249,3.454972,3.454701
icx_maximum_aligned,3942,2.738380,2.738117
icx_maximum_aligned,4250,3.444457,3.444119
icx_maximum_aligned,3941,2.735963,2.735716
icx_maximum_aligned,4251,3.443720,3.443395
icx_maximum_aligned,3940,2.735699,2.735422
icx_maximum_aligned,4252,3.442522,3.442172
icx_maximum_aligned,3939,2.736200,2.735908
icx_maximum_aligned,4253,3.444931,3.444690
icx_maximum_aligned,3938,2.738326,2.738073
icx_maximum_aligned,4254,3.561731,3.561464
icx_maximum_aligned,3937,2.736648,2.736396
icx_maximum_aligned,4255,3.443290,3.442987
icx_maximum_aligned,3936,2.738087,2.737828
icx_maximum_aligned,4256,3.445157,3.444913
icx_maximum_aligned,3935,2.729097,2.728885
icx_maximum_aligned,4257,4.105184,4.104803
icx_maximum_aligned,3934,2.729878,2.729636
icx_maximum_aligned,4258,3.461747,3.461421
icx_maximum_aligned,3933,2.728056,2.727765
icx_maximum_aligned,4259,4.108090,4.107370
icx_maximum_aligned,3932,2.730547,2.730317
icx_maximum_aligned,4260,4.224175,4.223823
icx_maximum_aligned,3931,3.258435,3.258160
icx_maximum_aligned,4261,3.455468,3.455074
icx_maximum_aligned,3930,2.730758,2.730484
icx_maximum_aligned,4262,3.458541,3.458263
icx_maximum_aligned,3929,2.728872,2.728557
icx_maximum_aligned,4263,3.458485,3.458190
icx_maximum_aligned,3928,3.110767,3.110327
icx_maximum_aligned,4264,3.462603,3.462346
icx_maximum_aligned,3927,3.218135,3.217870
icx_maximum_aligned,4265,4.146868,4.146516
icx_maximum_aligned,3926,3.304856,3.304100
icx_maximum_aligned,4266,3.499827,3.499440
icx_maximum_aligned,3925,2.713193,2.712921
icx_maximum_aligned,4267,4.251742,4.251286
icx_maximum_aligned,3924,2.716611,2.716377
icx_maximum_aligned,4268,4.147826,4.147363
icx_maximum_aligned,3923,2.715062,2.714864
icx_maximum_aligned,4269,3.498804,3.498508
icx_maximum_aligned,3922,3.216890,3.216508
icx_maximum_aligned,4270,3.496488,3.496134
icx_maximum_aligned,3921,3.218174,3.217938
icx_maximum_aligned,4271,3.492677,3.492397
icx_maximum_aligned,3920,2.705577,2.705355
icx_maximum_aligned,4272,4.254430,4.253451
icx_maximum_aligned,3919,3.202820,3.202573
icx_maximum_aligned,4273,3.501467,3.501141
icx_maximum_aligned,3918,3.201551,3.201298
icx_maximum_aligned,4274,3.544249,3.543900
icx_maximum_aligned,3917,2.693940,2.693676
icx_maximum_aligned,4275,4.258183,4.257340
icx_maximum_aligned,3916,2.699262,2.699052
icx_maximum_aligned,4276,3.508782,3.508488
icx_maximum_aligned,3915,2.695575,2.695328
icx_maximum_aligned,4277,3.501107,3.500747
icx_maximum_aligned,3914,3.285583,3.285307
icx_maximum_aligned,4278,4.166161,4.165794
icx_maximum_aligned,3913,3.203656,3.203403
icx_maximum_aligned,4279,5.048890,5.048298
icx_maximum_aligned,3912,3.184635,3.184361
icx_maximum_aligned,4280,3.500039,3.499751
icx_maximum_aligned,3911,2.675531,2.675206
icx_maximum_aligned,4281,3.524232,3.523926
icx_maximum_aligned,3910,3.186621,3.186220
icx_maximum_aligned,4282,3.526014,3.525693
icx_maximum_aligned,3909,3.183997,3.183729
icx_maximum_aligned,4283,4.273249,4.272611
icx_maximum_aligned,3908,2.674695,2.674389
icx_maximum_aligned,4284,3.524697,3.524395
icx_maximum_aligned,3907,3.186442,3.186111
icx_maximum_aligned,4285,4.270793,4.270460
icx_maximum_aligned,3906,2.675933,2.675702
icx_maximum_aligned,4286,3.524163,3.523911
icx_maximum_aligned,3905,3.194185,3.193756
icx_maximum_aligned,4287,3.528981,3.528020
icx_maximum_aligned,3904,2.774802,2.774229
icx_maximum_aligned,4288,3.522009,3.521687
icx_maximum_aligned,3903,2.674079,2.673830
icx_maximum_aligned,4289,3.548729,3.548389
icx_maximum_aligned,3902,2.667039,2.666776
icx_maximum_aligned,4290,3.550172,3.549816
icx_maximum_aligned,3901,3.230806,3.230486
icx_maximum_aligned,4291,4.334906,4.334438
icx_maximum_aligned,3900,2.666668,2.666370
icx_maximum_aligned,4292,3.550919,3.550623
icx_maximum_aligned,3899,2.958078,2.957682
icx_maximum_aligned,4293,4.224045,4.223666
icx_maximum_aligned,3898,3.229052,3.228734
icx_maximum_aligned,4294,3.631478,3.631215
icx_maximum_aligned,3897,2.667166,2.666946
icx_maximum_aligned,4295,3.553650,3.553330
icx_maximum_aligned,3896,3.151808,3.151583
icx_maximum_aligned,4296,4.221901,4.221496


